"#","Date Time, GMT-04:00","10cm, °C"
1,15-07-22 13:53:18,22.321
2,15-07-22 14:53:18,23.280
3,15-07-22 15:53:18,24.219
4,15-07-22 16:53:18,25.210
5,15-07-22 17:53:18,25.939
6,15-07-22 18:53:18,26.353
7,15-07-22 19:53:18,26.304
8,15-07-22 20:53:18,25.890
9,15-07-22 21:53:18,25.162
10,15-07-22 22:53:18,24.243
11,15-07-22 23:53:18,23.352
12,15-07-23 00:53:18,22.513
13,15-07-23 01:53:18,21.748
14,15-07-23 02:53:18,21.079
15,15-07-23 03:53:18,20.484
16,15-07-23 04:53:18,19.936
17,15-07-23 05:53:18,19.460
18,15-07-23 06:53:18,19.032
19,15-07-23 07:53:18,18.675
20,15-07-23 08:53:18,18.485
21,15-07-23 09:53:18,18.675
22,15-07-23 10:53:18,19.318
23,15-07-23 11:53:18,20.365
24,15-07-23 12:53:18,21.724
25,15-07-23 13:53:18,23.184
26,15-07-23 14:53:18,24.653
27,15-07-23 15:53:18,26.085
28,15-07-23 16:53:18,27.186
29,15-07-23 17:53:18,27.850
30,15-07-23 18:53:18,28.097
31,15-07-23 19:53:18,28.048
32,15-07-23 20:53:18,27.628
33,15-07-23 21:53:18,26.891
34,15-07-23 22:53:18,25.987
35,15-07-23 23:53:18,25.137
36,15-07-24 00:53:18,24.315
37,15-07-24 01:53:18,23.569
38,15-07-24 02:53:18,22.920
39,15-07-24 03:53:18,22.417
40,15-07-24 04:53:18,21.987
41,15-07-24 05:53:18,21.533
42,15-07-24 06:53:18,21.032
43,15-07-24 07:53:18,20.555
44,15-07-24 08:53:18,20.222
45,15-07-24 09:53:18,20.269
46,15-07-24 10:53:18,20.746
47,15-07-24 11:53:18,21.700
48,15-07-24 12:53:18,23.040
49,15-07-24 13:53:18,24.339
50,15-07-24 14:53:18,25.720
51,15-07-24 15:53:18,26.989
52,15-07-24 16:53:18,27.628
53,15-07-24 17:53:18,28.196
54,15-07-24 18:53:18,28.419
55,15-07-24 19:53:18,28.295
56,15-07-24 20:53:18,27.899
57,15-07-24 21:53:18,27.235
58,15-07-24 22:53:18,26.475
59,15-07-24 23:53:18,25.744
60,15-07-25 00:53:18,25.065
61,15-07-25 01:53:18,24.484
62,15-07-25 02:53:18,23.978
